,PlayerID_1,PlayerID_2,SurfaceID,Date,Name_1,Name_2,Odds_1,Odds_2,FS,W1SP,W2SP,WSP,WRP,TPW,ACES,DF,BP,COMPLETE,SERVEADV,DIRECT,UNC,Odds_1_prob,Odds_2_prob,Odds,Y_hat,diff,balance,bet,odds,win,return
0,59487,40371,2,10/14/2019,Luca Staeheli,Mirko Martinez,2.25,1.57,-1.796643478,0.443465476,1.310204118,0.522159769,-2.160577192,-1.029674994,0.233906415,4.48289189,-3.440567677,-1.095661698,-0.956358203,1,1.198344316,0.444444444,0.636942675,-0.192498231,0.49763486,0.053190413,100,5,2.25,L,-5
1,33897,49052,2,10/14/2019,Alexis Boureau,Bart Stevens,3.5,1.28,2.584791425,-0.190213825,-0.817358548,0.290918439,0.547506647,0.178811582,-0.657204625,1.258938616,0.437729939,0.491753432,0.523580865,0.5,0.619005181,0.285714286,0.78125,-0.495535714,0.40987232,0.124158038,95,4.75,3.5,L,-4.75
2,63018,32379,1,10/15/2019,Juan Alejandro Hernandez,Nicholas Bybel,1.36,3,1.477361637,-0.230324624,2.962296108,1.356907765,1.558972357,-3.174306844,-0.657115399,-0.79217365,3.575688436,2.094693217,1.811692214,0.5,1.220361871,0.735294118,0.333333333,0.401960784,0.7946536,0.059359477,90.25,4.51,1.36,V,0
3,25688,38974,2,10/16/2019,Joao Hinsching,Aaron Schmid,2.62,1.5,-0.461719901,3.453139828,1.905261344,3.25550495,-1.402967042,2.955769318,2.167279155,-0.205623909,-0.891625785,0.542626333,1.243141188,1,1.215064117,0.454545455,0.621118012,-0.166572558,0.5608311,0.106285675,90.25,4.51,2.62,V,0
4,20290,45977,1,10/17/2019,Hong Chung,Sanhui Shin,1.53,2.37,-1.403273757,1.056078812,-2.634002782,-0.409492153,2.021416431,-2.836714283,-0.361011026,0.672671592,1.653540039,1.562265749,0.961255382,0.5,0.64,0.653594771,0.421940928,0.231653843,0.7087222,0.055127403,90.25,4.51,1.53,L,-4.51
5,39306,63572,2,10/18/2019,Mate Valkusz,Lorenzo Musetti,1.4,2.75,-0.533863787,1.772518999,0.62437201,1.446930855,2.158315039,-2.998918416,-0.063652555,0.282196482,1.661431903,2.643126738,2.226699765,0.5,0.696325307,0.714285714,0.363636364,0.350649351,0.76688725,0.052601533,85.74,4.29,1.4,,0
